area,store_name,phone,address,map_link,notes
천호/강동,HJ베이프샵,010-5888-0544,서울 강동구 양재대로 1482 1층,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
천호/강동,HJ전자담배 길동점,0507-1381-0544,서울 강동구 양재대로 1482 1층 (길동 391-5),https://map.naver.com/p/entry/place/1995477190,Naver Place ID: 1995477190 · 카테고리=전자담배 · 영업시간=22:00까지 · query=명일역/길동 전자담배 · 길동역 2번출구 40m · baseline+추가sprints 801건 dedupe 미포함 확인
천호/강동,하카강동점,010-8677-9070,서울 강동구 양재대로 1599 102호,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,"공식 스토어 로케이터 재확인 2026-04-10, 리트머스코리아 취급점 페이지 기반 비핫스팟 확장 추가"
천호/강동,뉴턴전자담배 명일점,010-4803-5541,서울 강동구 양재대로 1626 105호,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
천호/강동,JMI전자담배 강동점,010-3373-2043,서울 강동구 양재대로100길 38 1층 103호,https://pcmap.place.naver.com/place/1502797368/home,merge_v2 review_rescue; blank phone -> 010 rescue; secondary delivery number 010-2222-2043 also visible but not chosen
천호/강동,착한타바코,010-9879-5695,"서울 강동구 양재대로112길 23 1층 코너, 착한타바코 전자담배",https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
천호/강동,둔촌역전자담배,010-2222-2043,서울 강동구 양재대로87길 19 1층,https://map.naver.com/p/search/둔촌역 전자담배 강동점,애매번호 재검증 복구 2026-04-10. 성내동 지번 표기와 양재대로87길 도로명 표기가 같은 매장으로 수렴하는 케이스라서 도로명 주소 기준으로 정리
천호/강동,JMI전자담배 둔촌점,0507-1325-2043,서울 강동구 양재대로87길 19 1층 2호,https://pcmap.place.naver.com/place/1614077693/home,네이버 검색 롱테일 확장 2026-04-10 · query=둔촌동 전자담배
,쿨베이핑전자담배 천호점,010-3590-0553,서울 강동구 올림픽로 660,http://place.map.kakao.com/213139839,query: 서울 송파구 베이핑
천호/강동,모던베이프,0507-1324-8264,서울 강동구 올림픽로 816 102호 모던베이프,https://pcmap.place.naver.com/place/1816310244/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=암사역 전자담배
천호/강동,JMI 전자담배 암사점,0507-1334-2043,서울 강동구 올림픽로92길 66 1층 JMI 전자담배 암사역점,https://pcmap.place.naver.com/place/1835569612/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=암사역 전자담배
천호/강동,토토전자담배,0507-1378-1514,서울 강동구 올림픽로98길 7,https://pcmap.place.naver.com/place/1243450120/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=암사역 전자담배
천호/강동,고릴라파이프 천호점,010-5392-0448,서울 강동구 진황도로 4,https://m.ejuiceko.com/find_store.html,공개 웹 검색 기반 초안
천호/강동,제로전자담배 길동점,0507-1365-9845,서울 강동구 진황도로 98 디유니크강동투웨니퍼스트 106호,https://pcmap.place.naver.com/place/2099943188/home,네이버 검색 롱테일 확장 2026-04-10 · query=길동 전자담배
천호/강동,한국전자담배 천호점,0507-1344-1342,서울 강동구 천중로12길 1 성우스타펠리스 103동 104호,https://pcmap.place.naver.com/place/13586726/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=암사역 전자담배
천호/강동,JMI 전자담배 길동점,0507-1346-2043,서울 강동구 천중로50길 10 1층 전자담배,https://pcmap.place.naver.com/place/1043939780/home,네이버 검색 롱테일 확장 2026-04-10 · query=길동 전자담배
천호/강동,JMI전자담배 굽은다리점,010-4148-7138,서울 강동구 천중로50길 10 1층 전자담배가게,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
천호/강동,위베이프전자담배 천호역점,0507-1461-6204,서울 강동구 천호대로 1006 브라운스톤 지하3층 B327호,https://pcmap.place.naver.com/place/1351128624/home,네이버 검색 롱테일 확장 2026-04-10 · query=강동구청역 전자담배
천호/강동,강동구전자담배몰,010-3328-6204,서울 강동구 천호대로 1006 브라운스톤천호 B327호,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
천호/강동,전담GATE 천호역점,0507-1404-6840,서울 강동구 천호대로 1021 1층 2호,https://pcmap.place.naver.com/place/1188630702/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=천호역 전자담배
,오지구전자담배 천호점,010-7627-7545,서울 강동구 천호대로 1027,http://place.map.kakao.com/594304915,p2/4
천호/강동,하카 강동역직영점,0507-1458-2167,서울 강동구 천호대로 1078 1층 104호,https://pcmap.place.naver.com/place/2024225582/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=강동역 전자담배
천호/강동,강동역 전자담배 피움,010-4724-0128,서울 강동구 천호대로 1089 복합시설동 지1층 비44호 (피움),https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,베이프쥬 강동점,010-2061-0244,서울 강동구 천호대로 1116,,
천호/강동,베이프쥬 강동점,0507-1336-0244,서울 강동구 천호대로 1116 라이저강동빌딩 1층 105호,https://pcmap.place.naver.com/place/1378836699/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=강동역 전자담배
천호/강동,JMI전자담배 천호점,0507-1431-2044,서울 강동구 천호대로157길 14 나비빌딩 1층 전자담배,https://pcmap.place.naver.com/place/36342737/home,네이버 검색 롱테일 확장 2026-04-10 · query=둔촌동 전자담배
천호/강동,오지구 천호로데오점,0507-1405-1758,서울 강동구 천호대로157길 25 1층,https://pcmap.place.naver.com/place/2025694506/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=천호역 전자담배
천호/강동,전담GATE 천호로데오점,0507-1433-1729,서울 강동구 천호대로157길 29 1층,https://pcmap.place.naver.com/place/2017516378/home,네이버 검색 롱테일 확장 2026-04-10 · query=둔촌동 전자담배
천호/강동,이베이프샵,010-7735-0764,서울 강동구 천호대로157길 38 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,이베이프샵,010-9300-4940,서울 강동구 천호대로157길 381층전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:236. 2026-04-14 bewell_extended 신규. brand:데이드림.
천호/강동,에픽우즈 천호,010-8735-6520,서울 강동구 천호동,,공개 웹 검색 기반 초안
천호/강동,하카전자담배강동점,010-3725-2851,서울 강동구 천호동,,공개 웹 검색 기반 초안
천호/강동,라미야강동점,010-6553-3904,서울 강동구 천호동 157-3 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
,엔조이베이프,010-8203-7814,서울 강동구 천호옛14길 28,,
천호/강동,엔조이베이프,0507-1313-7814,서울 강동구 천호옛14길 28 104호,https://pcmap.place.naver.com/place/1164578344/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=천호역 전자담배
,엔조이베이프 성내동점,010-2631-7165,서울 강동구 천호옛14길 28(성내동) 104호 전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:235. 2026-04-14 bewell_extended 신규. brand:데이드림.
천호/강동,슈가베이프 강동점,0507-1352-7708,서울 강동구 천호옛길 94 1층,https://pcmap.place.naver.com/place/1155382145/home,네이버 검색 롱테일 확장 2026-04-10 · query=강동구청역 전자담배
수유/미아,수유전자담배아이스크림,010-8127-7762,서울 강북구 노해로 95-1 1층 우측 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
수유/미아,수유 전자담배 베이핑클럽,0507-1332-1821,서울 강북구 노해로8길 22 상가1층116호,https://pcmap.place.naver.com/place/47449180/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=수유역 전자담배
수유/미아,헬로전자담배 수유점,0507-1361-3115,서울 강북구 노해로8길 33 1층,https://pcmap.place.naver.com/place/1232979920/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=수유역 전자담배
수유/미아,하카 강북미아직영점,0507-1361-2163,서울 강북구 도봉로 100 1층,https://pcmap.place.naver.com/place/2019540738/home,네이버 검색 롱테일 확장 2026-04-10 · query=미아사거리 전자담배
수유/미아,굿베이퍼,010-5517-8600,서울 강북구 도봉로 146 1층 굿베이퍼 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
수유/미아,수유전자담배 어썸리퀴드,010-5501-0095,서울 강북구 도봉로 290 수유역푸르지오시티 112호,https://m.ejuiceko.com/find_store.html,공개 웹 검색 기반 초안
수유/미아,수유 전자담배 어썸리퀴드,0507-1409-0901,서울 강북구 도봉로 290 푸르지오시티 1층 112호 (미아동),https://pcmap.place.naver.com/place/36652279/home,네이버 플레이스 검증 · last3_sprint · query=수유역 전자담배 · 미아동 160-3 · 23:00 영업
수유/미아,래빗전자담배 수유점,0507-1357-6084,서울 강북구 도봉로87길 24 2층 래빗전자담배,https://pcmap.place.naver.com/place/1184619915/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=수유역 전자담배
강북구,아이코스공식판매점 세븐일레븐 수유메인점,010-4397-1285,서울 강북구 도봉로87길 3,,phone_unique|address_clear(도봉로87길24는다른주소)
수유/미아,미아 베이퍼스,0507-1320-5626,서울 강북구 도봉로8길 32 1층 전자담배,https://pcmap.place.naver.com/place/36090612/home,네이버 검색 롱테일 확장 2026-04-10 · query=미아사거리 전자담배
수유/미아,미아 드루와 삼양점,010-8877-0898,서울 강북구 미아동,,공개 웹 검색 기반 초안. 주소 재확인 필요
수유/미아,베이퍼스 미아점,010-4710-1822,서울 강북구 미아동,,공개 웹 검색 기반 초안
수유/미아,JMI 전자담배 미아점,0507-1386-3586,서울 강북구 삼양로 169 1층,https://pcmap.place.naver.com/place/search/JMI전자담배미아점,네이버 플레이스 검증 · 북부 벨트 스프린트 · query=강북구 번동 전자담배 · 지번 미아동 684-14 · 업력 2년차 잡화 사업자
,제이엠아이 전자담배 미아점,010-3478-3586,서울 강북구 삼양로 169(미아동) 1층 제이엠아이전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:185. 2026-04-14 bewell_extended 신규. brand:데이드림.
수유/미아,베이핑하우스128 수유본점,0507-1441-0577,서울 강북구 삼양로 455 B1층,https://pcmap.place.naver.com/place/search/베이핑하우스128수유본점,네이버 플레이스 검증 · 북부 벨트 스프린트 · query=강북구 우이동 전자담배 · 지번 수유동 341-2
수유/미아,베이프메이트 미아점,0507-1350-4514,서울 강북구 솔매로 122 1층,https://naver.me/58jIQe5Q,네이버 플레이스 검증 · 북부 벨트 스프린트 · query=강북구 제로전자담배 미아 · 지번 미아동 · KB 카드 연동번호 010-8365-4514 확인(동일 매장)
수유/미아,미리내전자담배,010-5772-8114,서울 강북구 솔샘로64길 19 1층 미리내전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
수유/미아,베이핑클럽 수유,010-8497-0524,서울 강북구 수유동,,공개 웹 검색 기반 초안
수유/미아,베이핑하우스,010-5821-5200,서울 강북구 수유동,,공개 웹 검색 기반 초안
수유/미아,전담GATE 수유역점,0507-1360-9763,서울 강북구 수유동 191-19,https://pcmap.place.naver.com/place/1456016443/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=수유역 전자담배
,하이퍼전자담배,010-3292-5058,서울 강북구 오패산로30길 10 (대지쇼핑프라자) 1층 105호 하이퍼전자담배,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:186. 2026-04-14 bewell_extended 신규. brand:데이드림.
수유/미아,스마트,010-5882-8513,서울 강북구 오패산로67길 11 1층3호 스마트전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
수유/미아,전자담배그레이컴퍼니 수유점,010-9823-9475,서울 강북구 한천로 1096 1층,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/327/,공개 웹 검색 기반 초안
,휴즈전자담배 수유점(휴즈코리아),010-2488-1423,서울 강북구 한천로1014 (번동) 1층 오른쪽 휴즈코리아,,be-well.co.kr 비웰 스토어로케이터 KBoard ID:187. 2026-04-14 bewell_extended 신규. brand:데이드림.
,까비네전자담배,010-2691-8569,서울 강북구 한천로170가길 24 (수유동 699-11),http://place.map.kakao.com/397036047,Kakao Local API 직접 확인. category=전자담배. 강북구 수유동 신규. 2026-04-14 final-six-closer 발굴.
강서/마곡,구름전자 강서 가로공원로,010-8361-9094,서울 강서구 가로공원로 217 (화곡동),,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 구름전자 강서본점 | 서울 강서구 화곡동
강서/마곡,구름전자 전자담배 강서본점,0507-1495-9094,서울 강서구 가로공원로 217 1층 4호,https://pcmap.place.naver.com/place/1766822943/home,네이버 검색 롱테일 확장 2026-04-10 · query=까치산 전자담배
강서/마곡,모닉스전자담배,010-3557-3555,서울 강서구 가양동,,공개 웹 검색 기반 초안
강서/마곡,전담GATE 까치산역점,0507-1392-5235,서울 강서구 강서로 21 1층,https://pcmap.place.naver.com/place/2006677923/home,네이버 검색 롱테일 확장 2026-04-10 · query=까치산 전자담배
강서/마곡,스모키라운지전자담배,0507-1348-8625,서울 강서구 강서로 237 1층 12호,https://pcmap.place.naver.com/place/1445912016/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
강서/마곡,하카 발산역직영점,0507-1311-0261,서울 강서구 강서로 359-3 1층 101호,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
,오케이베이프 마곡점,010-3711-0277,서울 강서구 강서로 411 (마곡동) 1층105호(마곡에비앙),,be-well.co.kr 비웰 스토어로케이터 KBoard ID:126. 2026-04-14 bewell_extended 신규. brand:데이드림.
